original_image_file,cropped_image_file,det_num,det_confidence,species1,prob1,species2,prob2,species3,prob3,entropy,classification_precision
Braatz_images\2019_08_23_done\7D\P8231657.JPG,P8231657_1.jpg,1,0.7790,Bombus_impatiens,99.1,Anthophora_abrupta,0.4,Bombus_bimaculatus,0.2,0.0648,0.9491
Braatz_images\2019_08_23_done\7D\P8231659.JPG,P8231659_1.jpg,1,0.7890,Apis_mellifera,99.7,Andrena,0.1,Syrphidae,0.0,0.0250,0.9707
Braatz_images\2019_08_23_done\7D\P8231660.JPG,P8231660_1.jpg,1,0.7946,Apis_mellifera,96.0,Megachile,0.6,Halictus_scabiosae,0.4,0.3092,0.9707
Braatz_images\2019_08_23_done\7D\P8231661.JPG,P8231661_1.jpg,1,0.6286,Bombus_terricola,23.8,Bombus_perplexus,17.0,Bombus_sitkensis,8.0,2.8914,0.9688
Braatz_images\2019_08_23_done\7D\P8231661.JPG,P8231661_2.jpg,2,0.5209,Bombus_occidentalis,25.5,Bombus_terricola,12.8,Bombus_affinis,12.5,3.0495,0.9127
Braatz_images\2019_08_23_done\7D\P8231662.JPG,P8231662_1.jpg,1,0.6855,Bombus_impatiens,98.3,Bombus_griseocollis,0.8,Bombus_bimaculatus,0.5,0.1119,0.9491
Braatz_images\2019_08_23_done\7D\P8231663.JPG,P8231663_1.jpg,1,0.7776,Bombus_impatiens,99.3,Bombus_griseocollis,0.5,Bombus_bimaculatus,0.1,0.0469,0.9491
Braatz_images\2019_08_23_done\7D\P8231664.JPG,P8231664_1.jpg,1,0.8151,Bombus_impatiens,99.6,Bombus_griseocollis,0.1,Bombus_bimaculatus,0.1,0.0400,0.9491
Braatz_images\2019_08_23_done\7D\P8231665.JPG,P8231665_1.jpg,1,0.8372,Bombus_impatiens,99.2,Bombus_bimaculatus,0.2,Bombus_griseocollis,0.1,0.0720,0.9491
Braatz_images\2019_08_23_done\7D\P8231666.JPG,P8231666_1.jpg,1,0.8177,Bombus_impatiens,97.1,Bombus_affinis,2.1,Bombus_vagans_sandersoni,0.2,0.1690,0.9491
Braatz_images\2019_08_23_done\7D\P8231667.JPG,P8231667_1.jpg,1,0.8226,Bombus_impatiens,100.0,Bombus_bimaculatus,0.0,Bombus_affinis,0.0,0.0043,0.9491
Braatz_images\2019_08_23_done\7D\P8231668.JPG,P8231668_1.jpg,1,0.8096,Bombus_impatiens,97.4,Bombus_griseocollis,1.5,Bombus_bimaculatus,0.9,0.1489,0.9491
Braatz_images\2019_08_23_done\7D\P8231673.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_23_done\7D\P8231674.JPG,P8231674_1.jpg,1,0.5566,Bombus_impatiens,76.7,Bombus_bimaculatus,21.4,Bombus_griseocollis,0.7,0.6499,0.9491
Braatz_images\2019_08_23_done\7D\P8231675.JPG,P8231675_1.jpg,1,0.7862,Bombus_impatiens,97.8,Bombus_griseocollis,1.6,Bombus_bimaculatus,0.2,0.1294,0.9491
Braatz_images\2019_08_23_done\7D\P8231676.JPG,P8231676_1.jpg,1,0.7346,Apis_mellifera,99.2,Apis_cerana,0.4,Syrphidae,0.3,0.0606,0.9707
Braatz_images\2019_08_23_done\7D\P8231676.JPG,P8231676_2.jpg,2,0.6987,Apis_cerana,68.1,Apis_mellifera,22.6,Meliponini,3.2,1.0627,0.9488
Braatz_images\2019_08_23_done\7D\P8231677.JPG,P8231677_1.jpg,1,0.7309,Apis_mellifera,99.3,Apis_florea,0.6,Apis_cerana,0.1,0.0448,0.9707
Braatz_images\2019_08_23_done\7D\P8231678.JPG,P8231678_1.jpg,1,0.8251,Apis_mellifera,95.2,Apis_cerana,2.9,Apis_florea,1.7,0.2367,0.9707
Braatz_images\2019_08_23_done\7D\P8231679.JPG,P8231679_1.jpg,1,0.7340,Apis_mellifera,99.8,Meliponini,0.1,Colletes_hederae,0.0,0.0154,0.9707
Braatz_images\2019_08_23_done\7D\P8231680.JPG,P8231680_1.jpg,1,0.7724,Bombus_impatiens,98.9,Bombus_affinis,0.3,Bombus_griseocollis,0.2,0.0866,0.9491
Braatz_images\2019_08_23_done\7D\P8231681.JPG,P8231681_1.jpg,1,0.7848,Bombus_impatiens,97.2,Bombus_rufocinctus,0.5,Bombus_griseocollis,0.4,0.2120,0.9491
Braatz_images\2019_08_23_done\7D\P8231682.JPG,P8231682_1.jpg,1,0.7749,Bombus_impatiens,94.0,Bombus_griseocollis,2.2,Bombus_rufocinctus,1.4,0.3417,0.9491
Braatz_images\2019_08_23_done\7D\P8231683.JPG,P8231683_1.jpg,1,0.7476,Bombus_impatiens,97.5,Bombus_bimaculatus,0.6,Xylocopa_virginica,0.4,0.1787,0.9491
Braatz_images\2019_08_23_done\7D\P8231684.JPG,P8231684_1.jpg,1,0.7568,Bombus_impatiens,97.8,Habropoda,0.9,Bombus_bimaculatus,0.5,0.1480,0.9491
Braatz_images\2019_08_23_done\7D\P8231685.JPG,P8231685_1.jpg,1,0.8668,Apis_mellifera,99.9,Syrphidae,0.0,Apis_cerana,0.0,0.0144,0.9707
Braatz_images\2019_08_23_done\7D\P8231686.JPG,P8231686_1.jpg,1,0.8144,Apis_mellifera,99.9,Apis_cerana,0.0,Colletes_hederae,0.0,0.0082,0.9707
Braatz_images\2019_08_28_done\10A\P8281803.JPG,P8281803_1.jpg,1,0.4679,Agapostemon_splendens,87.6,Bombus_ardens,1.9,Coleoptera,1.6,0.7763,0.9058
Braatz_images\2019_08_28_done\10A\P8281804.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\10A\P8281805.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\10A\P8281806.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\10A\P8281807.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\10A\P8281808.JPG,P8281808_1.jpg,1,0.5977,Apis_mellifera,99.7,Apis_cerana,0.1,Andrena_milwaukeensis,0.0,0.0268,0.9707
Braatz_images\2019_08_28_done\10A\P8281809.JPG,P8281809_1.jpg,1,0.7110,Apis_mellifera,100.0,Apis_cerana,0.0,Andrena,0.0,0.0042,0.9707
Braatz_images\2019_08_28_done\10A\P8281810.JPG,P8281810_1.jpg,1,0.4894,Apis_mellifera,32.3,Bombus_rufocinctus,14.6,Bombus_centralis,9.1,2.6621,0.9707
Braatz_images\2019_08_28_done\10A\P8281811.JPG,P8281811_1.jpg,1,0.6687,Apis_mellifera,95.2,Andrena,1.1,Colletes_cunicularius,1.0,0.3224,0.9707
Braatz_images\2019_08_28_done\10A\P8281812.JPG,P8281812_1.jpg,1,0.7195,Apis_mellifera,83.0,Colletes_hederae,15.9,Colletes,0.6,0.5085,0.9707
Braatz_images\2019_08_28_done\10A\P8281813.JPG,P8281813_1.jpg,1,0.8017,Apis_mellifera,95.2,Colletes_hederae,4.5,Apis_cerana,0.2,0.2122,0.9707
Braatz_images\2019_08_28_done\10A\P8281814.JPG,P8281814_1.jpg,1,0.6714,Lepidoptera,99.9,Coleoptera,0.0,Diptera,0.0,0.0081,0.9686
Braatz_images\2019_08_28_done\10A\P8281815.JPG,P8281815_1.jpg,1,0.3185,Coleoptera,18.8,Bombus_opifex,17.0,Lepidoptera,8.2,3.3226,0.9916
Braatz_images\2019_08_28_done\10A\P8281815.JPG,P8281815_2.jpg,2,0.2644,Lepidoptera,99.7,Coleoptera,0.2,Syrphidae,0.0,0.0196,0.9686
Braatz_images\2019_08_28_done\10A\P8281816.JPG,P8281816_1.jpg,1,0.6979,Apis_mellifera,99.5,Apis_cerana,0.3,Colletes,0.0,0.0382,0.9707
Braatz_images\2019_08_28_done\10A\P8281816.JPG,P8281816_2.jpg,2,0.2317,Meliponini,69.9,Hylaeus,12.2,Coleoptera,6.1,1.2547,0.9634
Braatz_images\2019_08_28_done\10A\P8281817.JPG,P8281817_1.jpg,1,0.8039,Wasp,99.9,Nomada,0.1,Triepeolus,0.0,0.0091,0.9575
Braatz_images\2019_08_28_done\10A\P8281818.JPG,P8281818_1.jpg,1,0.8536,Wasp,99.7,Syrphidae,0.2,Triepeolus,0.0,0.0202,0.9575
Braatz_images\2019_08_28_done\10A\P8281819.JPG,P8281819_1.jpg,1,0.7738,Apis_mellifera,99.7,Apis_cerana,0.1,Anthophora_urbana,0.0,0.0319,0.9707
Braatz_images\2019_08_28_done\10A\P8281819.JPG,P8281819_2.jpg,2,0.7533,Apis_mellifera,100.0,Apis_cerana,0.0,Colletes_hederae,0.0,0.0010,0.9707
Braatz_images\2019_08_28_done\10A\P8281820.JPG,P8281820_1.jpg,1,0.7528,Apis_mellifera,99.7,Apis_cerana,0.1,Colletes_hederae,0.0,0.0281,0.9707
Braatz_images\2019_08_28_done\10A\P8281821.JPG,P8281821_1.jpg,1,0.6823,Wasp,99.9,Syrphidae,0.1,Nomada_goodeniana,0.0,0.0107,0.9575
Braatz_images\2019_08_28_done\10A\P8281822.JPG,P8281822_1.jpg,1,0.6497,Wasp,96.5,Syrphidae,3.4,Anthidiellum,0.1,0.1619,0.9575
Braatz_images\2019_08_28_done\10A\P8281823.JPG,P8281823_1.jpg,1,0.6791,Apis_mellifera,95.3,Colletes_hederae,2.6,Apis_cerana,1.9,0.2347,0.9707
Braatz_images\2019_08_28_done\10A\P8281824.JPG,P8281824_1.jpg,1,0.7338,Apis_mellifera,99.2,Apis_cerana,0.3,Megachile,0.1,0.0671,0.9707
Braatz_images\2019_08_28_done\13B\P8281862.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\13B\P8281863.JPG,P8281863_1.jpg,1,0.7939,Bombus_impatiens,99.5,Bombus_affinis,0.3,Bombus_bimaculatus,0.0,0.0374,0.9491
Braatz_images\2019_08_28_done\13B\P8281864.JPG,P8281864_1.jpg,1,0.8110,Bombus_impatiens,99.5,Bombus_affinis,0.1,Bombus_griseocollis,0.1,0.0486,0.9491
Braatz_images\2019_08_28_done\13B\P8281865.JPG,P8281865_1.jpg,1,0.7756,Bombus_impatiens,97.9,Bombus_affinis,1.4,Bombus_bimaculatus,0.5,0.1260,0.9491
Braatz_images\2019_08_28_done\13B\P8281866.JPG,P8281866_1.jpg,1,0.7325,Apis_mellifera,97.0,Apis_cerana,2.0,Osmia_bicornis,0.4,0.1758,0.9707
Braatz_images\2019_08_28_done\13B\P8281866.JPG,P8281866_2.jpg,2,0.6377,Hylaeus_leptocephalus,42.1,Xylocopa,14.9,Ceratina,12.7,1.9632,0.8440
Braatz_images\2019_08_28_done\13B\P8281867.JPG,P8281867_1.jpg,1,0.8220,Bombus_impatiens,97.2,Xylocopa_virginica,1.3,Bombus_griseocollis,0.3,0.1988,0.9491
Braatz_images\2019_08_28_done\13B\P8281868.JPG,P8281868_1.jpg,1,0.7464,Bombus_impatiens,89.8,Bombus_griseocollis,5.7,Bombus_bimaculatus,4.3,0.4162,0.9491
Braatz_images\2019_08_28_done\13B\P8281869.JPG,P8281869_1.jpg,1,0.7069,Apis_mellifera,99.7,Anthophora_urbana,0.1,Colletes,0.0,0.0287,0.9707
Braatz_images\2019_08_28_done\13B\P8281870.JPG,P8281870_1.jpg,1,0.2631,Xylocopa_pubescens,51.6,Agapostemon_splendens,12.5,Coleoptera,6.4,1.9810,0.8632
Braatz_images\2019_08_28_done\13B\P8281871.JPG,P8281871_1.jpg,1,0.7564,Bombus_impatiens,88.3,Bombus_griseocollis,6.6,Bombus_bimaculatus,4.9,0.4493,0.9491
Braatz_images\2019_08_28_done\13B\P8281872.JPG,P8281872_1.jpg,1,0.7029,Wasp,83.7,Coleoptera,13.3,Meliponini,0.9,0.5806,0.9575
Braatz_images\2019_08_28_done\13B\P8281873.JPG,P8281873_1.jpg,1,0.7873,Apis_mellifera,99.6,Apis_cerana,0.1,Syrphidae,0.0,0.0367,0.9707
Braatz_images\2019_08_28_done\13B\P8281874.JPG,P8281874_1.jpg,1,0.7941,Apis_mellifera,99.9,Apis_cerana,0.0,Coleoptera,0.0,0.0095,0.9707
Braatz_images\2019_08_28_done\13B\P8281875.JPG,P8281875_1.jpg,1,0.7391,Bombus_impatiens,99.7,Bombus_bimaculatus,0.0,Bombus_griseocollis,0.0,0.0276,0.9491
Braatz_images\2019_08_28_done\13B\P8281876.JPG,P8281876_1.jpg,1,0.7664,Bombus_impatiens,99.0,Bombus_bimaculatus,0.4,Bombus_griseocollis,0.2,0.0765,0.9491
Braatz_images\2019_08_28_done\13B\P8281877.JPG,P8281877_1.jpg,1,0.7797,Bombus_impatiens,99.6,Bombus_affinis,0.1,Bombus_rufocinctus,0.0,0.0384,0.9491
Braatz_images\2019_08_28_done\13B\P8281878.JPG,P8281878_1.jpg,1,0.6712,Apis_mellifera,99.7,Apis_cerana,0.1,Syrphidae,0.0,0.0247,0.9707
Braatz_images\2019_08_28_done\13B\P8281879.JPG,P8281879_1.jpg,1,0.7996,Apis_mellifera,99.0,Apis_cerana,0.1,Andrena_hattorfiana,0.1,0.0955,0.9707
Braatz_images\2019_08_28_done\13B\P8281880.JPG,P8281880_1.jpg,1,0.7979,Bombus_impatiens,95.7,Bombus_griseocollis,3.8,Bombus_bimaculatus,0.3,0.2032,0.9491
Braatz_images\2019_08_28_done\13B\P8281881.JPG,P8281881_1.jpg,1,0.7489,Apis_mellifera,97.9,Apis_cerana,1.0,Apis_florea,0.5,0.1403,0.9707
Braatz_images\2019_08_28_done\13B\P8281882.JPG,P8281882_1.jpg,1,0.8023,Apis_mellifera,68.0,Apis_cerana,31.7,Apis_florea,0.2,0.6490,0.9707
Braatz_images\2019_08_28_done\13B\P8281883.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\13B\P8281884.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\13B\P8281885.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\13B\P8281886.JPG,P8281886_1.jpg,1,0.6550,Apis_mellifera,99.6,Apis_florea,0.3,Apis_dorsata,0.1,0.0323,0.9707
Braatz_images\2019_08_28_done\13B\P8281887.JPG,P8281887_1.jpg,1,0.6615,Apis_mellifera,99.6,Bombus_diversus,0.1,Xylocopa_tabaniformis,0.1,0.0372,0.9707
Braatz_images\2019_08_28_done\13B\P8281888.JPG,P8281888_1.jpg,1,0.4111,Apis_mellifera,99.9,Andrena_florea,0.0,Apis_cerana,0.0,0.0143,0.9707
Braatz_images\2019_08_28_done\13B\P8281889.JPG,P8281889_1.jpg,1,0.7155,Apis_mellifera,99.4,Apis_cerana,0.4,Apis_florea,0.0,0.0442,0.9707
Braatz_images\2019_08_28_done\13B\P8281890.JPG,P8281890_1.jpg,1,0.7105,Apis_mellifera,96.3,Apis_cerana,1.8,Osmia,0.4,0.2459,0.9707
Braatz_images\2019_08_28_done\13B\P8281890.JPG,P8281890_2.jpg,2,0.6899,Apis_cerana,71.3,Apis_mellifera,23.9,Apis_florea,4.1,0.7511,0.9488
Braatz_images\2019_08_28_done\13B\P8281891.JPG,P8281891_1.jpg,1,0.7604,Wasp,100.0,Coleoptera,0.0,Meliponini,0.0,0.0003,0.9575
Braatz_images\2019_08_28_done\13B\P8281891.JPG,P8281891_2.jpg,2,0.4449,Apis_mellifera,97.2,Apis_dorsata,1.9,Apis_cerana,0.6,0.1513,0.9707
Braatz_images\2019_08_28_done\13B\P8281892.JPG,P8281892_1.jpg,1,0.7878,Apis_mellifera,99.4,Apis_cerana,0.3,Apis_dorsata,0.2,0.0473,0.9707
Braatz_images\2019_08_28_done\13B\P8281892.JPG,P8281892_2.jpg,2,0.7215,Apis_mellifera,95.8,Apis_cerana,3.0,Eulaema,0.4,0.2330,0.9707
Braatz_images\2019_08_28_done\13B\P8281892.JPG,P8281892_3.jpg,3,0.6654,Wasp,60.7,Coleoptera,9.7,Perdita,7.9,1.5537,0.9575
Braatz_images\2019_08_28_done\13B\P8281893.JPG,P8281893_1.jpg,1,0.7685,Apis_mellifera,99.9,Andrena,0.0,Meliponini,0.0,0.0069,0.9707
Braatz_images\2019_08_28_done\13B\P8281894.JPG,P8281894_1.jpg,1,0.7411,Apis_mellifera,80.9,Apis_cerana,14.4,Apis_florea,1.8,0.7092,0.9707
Braatz_images\2019_08_28_done\13B\P8281895.JPG,P8281895_1.jpg,1,0.7988,Apis_mellifera,99.3,Apis_cerana,0.5,Andrena,0.0,0.0514,0.9707
Braatz_images\2019_08_28_done\13B\P8281896.JPG,P8281896_1.jpg,1,0.7689,Bombus_impatiens,99.3,Bombus_bimaculatus,0.3,Bombus_affinis,0.1,0.0487,0.9491
Braatz_images\2019_08_28_done\13B\P8281897.JPG,P8281897_1.jpg,1,0.7743,Bombus_impatiens,98.7,Bombus_affinis,0.4,Bombus_griseocollis,0.3,0.0974,0.9491
Braatz_images\2019_08_28_done\13B\P8281898.JPG,P8281898_1.jpg,1,0.7795,Bombus_impatiens,98.1,Bombus_bimaculatus,1.0,Bombus_affinis,0.3,0.1273,0.9491
Braatz_images\2019_08_28_done\13B\P8281899.JPG,P8281899_1.jpg,1,0.7467,Bombus_impatiens,88.3,Bombus_griseocollis,10.1,Bombus_affinis,0.7,0.4319,0.9491
Braatz_images\2019_08_28_done\13B\P8281900.JPG,P8281900_1.jpg,1,0.7133,Bombus_impatiens,99.2,Bombus_griseocollis,0.4,Bombus_bimaculatus,0.3,0.0571,0.9491
Braatz_images\2019_08_28_done\13B\P8281926.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\13B\P8281927.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\13B\P8281928.JPG,P8281928_1.jpg,1,0.3130,Apis_mellifera,99.9,Syrphidae,0.1,Lasioglossum,0.0,0.0103,0.9707
Braatz_images\2019_08_28_done\13B\P8281929.JPG,P8281929_1.jpg,1,0.7463,Lepidoptera,100.0,Apis_dorsata,0.0,Syrphidae,0.0,0.0003,0.9686
Braatz_images\2019_08_28_done\13B\P8281930.JPG,P8281930_1.jpg,1,0.5569,Apis_mellifera,99.2,Apis_cerana,0.2,Anthophora_urbana,0.1,0.0688,0.9707
Braatz_images\2019_08_28_done\13B\P8281930.JPG,P8281930_2.jpg,2,0.3104,Bombus_opifex,35.1,Perdita,7.9,Bombus_perplexus,7.5,3.0026,0.8941
Braatz_images\2019_08_28_done\13B\P8281931.JPG,P8281931_1.jpg,1,0.7239,Apis_mellifera,99.4,Apis_cerana,0.2,Anthophora_urbana,0.1,0.0459,0.9707
Braatz_images\2019_08_28_done\13B\P8281932.JPG,P8281932_1.jpg,1,0.7592,Halictus_tripartitus,94.2,Halictus,5.2,Halictus_ligatus,0.2,0.2429,0.7959
Braatz_images\2019_08_28_done\13B\P8281932.JPG,P8281932_2.jpg,2,0.6539,Bombus_ardens,64.0,Coleoptera,33.3,Wasp,1.7,0.7848,0.7451
Braatz_images\2019_08_28_done\13B\P8281933.JPG,P8281933_1.jpg,1,0.7606,Halictus,96.0,Halictus_tripartitus,3.4,Halictus_ligatus,0.6,0.1884,0.8217
Braatz_images\2019_08_28_done\13B\P8281933.JPG,P8281933_2.jpg,2,0.2091,Wasp,56.2,Meliponini,34.2,Coleoptera,6.2,1.0292,0.9575
Braatz_images\2019_08_28_done\13B\P8281934.JPG,P8281934_1.jpg,1,0.7589,Halictus,98.4,Halictus_tripartitus,1.3,Halictus_ligatus,0.2,0.0913,0.8217
Braatz_images\2019_08_28_done\13B\P8281935.JPG,P8281935_1.jpg,1,0.7819,Halictus,80.8,Halictus_tripartitus,15.0,Halictus_ligatus,4.1,0.5942,0.8217
Braatz_images\2019_08_28_done\13B\P8281936.JPG,P8281936_1.jpg,1,0.7769,Halictus,88.9,Halictus_tripartitus,8.7,Halictus_rubicundus,1.2,0.4356,0.8217
Braatz_images\2019_08_28_done\13B\P8281936.JPG,P8281936_2.jpg,2,0.2283,Meliponini,74.0,Pseudapis,8.6,Perdita,2.8,1.2549,0.9634
Braatz_images\2019_08_28_done\13B\P8281937.JPG,P8281937_1.jpg,1,0.2664,Ceratina,40.8,Perdita,15.2,Anthophora_urbana,7.1,2.4530,0.9505
Braatz_images\2019_08_28_done\13B\P8281937.JPG,P8281937_2.jpg,2,0.2095,Colletes_inaequalis,32.1,Halictus_tripartitus,19.0,Perdita,15.4,2.2179,0.9022
Braatz_images\2019_08_28_done\13B\P8281938.JPG,P8281938_1.jpg,1,0.7253,Halictus,49.4,Halictus_tripartitus,41.1,Nomioides,7.1,1.0006,0.8217
Braatz_images\2019_08_28_done\13B\P8281939.JPG,P8281939_1.jpg,1,0.6427,Nomioides,60.9,Halictus_tripartitus,25.3,Halictus,12.3,0.9888,0.8475
Braatz_images\2019_08_28_done\13B\P8281939.JPG,P8281939_2.jpg,2,0.4229,Coleoptera,20.2,Ptilothrix,12.0,Lepidoptera,10.0,3.2792,0.9916
Braatz_images\2019_08_28_done\13B\P8281940.JPG,P8281940_1.jpg,1,0.7347,Lepidoptera,99.6,Wasp,0.2,Diptera,0.1,0.0341,0.9686
Braatz_images\2019_08_28_done\13B\P8281941.JPG,P8281941_1.jpg,1,0.6043,Lepidoptera,99.9,Wasp,0.0,Syrphidae,0.0,0.0061,0.9686
Braatz_images\2019_08_28_done\13B\P8281942.JPG,P8281942_1.jpg,1,0.6636,Lepidoptera,100.0,Thyreus,0.0,Wasp,0.0,0.0004,0.9686
Braatz_images\2019_08_28_done\13B\P8281943.JPG,P8281943_1.jpg,1,0.7238,Lepidoptera,100.0,Wasp,0.0,Nomada,0.0,0.0011,0.9686
Braatz_images\2019_08_28_done\13B\P8281944.JPG,P8281944_1.jpg,1,0.6179,Lepidoptera,100.0,Syrphidae,0.0,Bombus_hortulanus,0.0,0.0002,0.9686
Braatz_images\2019_08_28_done\13B\P8281945.JPG,P8281945_1.jpg,1,0.7522,Lepidoptera,100.0,Wasp,0.0,Nomada,0.0,0.0004,0.9686
Braatz_images\2019_08_28_done\21B\P8281946.JPG,P8281946_1.jpg,1,0.7170,Wasp,99.9,Coleoptera,0.1,Sphecodes,0.0,0.0114,0.9575
Braatz_images\2019_08_28_done\21B\P8281946.JPG,P8281946_2.jpg,2,0.6809,Lepidoptera,100.0,Wasp,0.0,Syrphidae,0.0,0.0013,0.9686
Braatz_images\2019_08_28_done\21B\P8281947.JPG,P8281947_1.jpg,1,0.7388,Lepidoptera,100.0,Wasp,0.0,Syrphidae,0.0,0.0020,0.9686
Braatz_images\2019_08_28_done\21B\P8281947.JPG,P8281947_2.jpg,2,0.6548,Wasp,95.9,Coleoptera,2.2,Syrphidae,0.8,0.2259,0.9575
Braatz_images\2019_08_28_done\21B\P8281948.JPG,P8281948_1.jpg,1,0.7890,Lepidoptera,100.0,Wasp,0.0,Thyreus,0.0,0.0017,0.9686
Braatz_images\2019_08_28_done\21B\P8281948.JPG,P8281948_2.jpg,2,0.6384,Wasp,99.9,Coleoptera,0.0,Megachile_sculpturalis,0.0,0.0070,0.9575
Braatz_images\2019_08_28_done\21B\P8281949.JPG,P8281949_1.jpg,1,0.7992,Lepidoptera,100.0,Syrphidae,0.0,Wasp,0.0,0.0013,0.9686
Braatz_images\2019_08_28_done\21B\P8281950.JPG,P8281950_1.jpg,1,0.7688,Lepidoptera,100.0,Wasp,0.0,Syrphidae,0.0,0.0016,0.9686
Braatz_images\2019_08_28_done\3C\P8281901.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\4C\P8281902.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\4C\P8281903.JPG,P8281903_1.jpg,1,0.8270,Coleoptera,100.0,Lepidoptera,0.0,Agapostemon_splendens,0.0,0.0002,0.9916
Braatz_images\2019_08_28_done\4C\P8281903.JPG,P8281903_2.jpg,2,0.7080,Coleoptera,100.0,Lepidoptera,0.0,Wasp,0.0,0.0001,0.9916
Braatz_images\2019_08_28_done\4C\P8281904.JPG,P8281904_1.jpg,1,0.7830,Coleoptera,100.0,Wasp,0.0,Lepidoptera,0.0,0.0003,0.9916
Braatz_images\2019_08_28_done\4C\P8281905.JPG,P8281905_1.jpg,1,0.8051,Coleoptera,100.0,Wasp,0.0,Augochlora,0.0,0.0005,0.9916
Braatz_images\2019_08_28_done\4C\P8281906.JPG,P8281906_1.jpg,1,0.7823,Coleoptera,100.0,Wasp,0.0,Agapostemon_splendens,0.0,0.0002,0.9916
Braatz_images\2019_08_28_done\4C\P8281907.JPG,P8281907_1.jpg,1,0.7237,Coleoptera,99.9,Wasp,0.1,Syrphidae,0.0,0.0086,0.9916
Braatz_images\2019_08_28_done\4C\P8281907.JPG,P8281907_2.jpg,2,0.3996,Ceratina,54.9,Stelis,33.3,Wasp,4.0,1.1804,0.9505
Braatz_images\2019_08_28_done\4C\P8281908.JPG,P8281908_1.jpg,1,0.7728,Coleoptera,100.0,Lepidoptera,0.0,Diptera,0.0,0.0022,0.9916
Braatz_images\2019_08_28_done\4C\P8281909.JPG,P8281909_1.jpg,1,0.7895,Coleoptera,100.0,Lepidoptera,0.0,Wasp,0.0,0.0006,0.9916
Braatz_images\2019_08_28_done\4C\P8281910.JPG,P8281910_1.jpg,1,0.7077,Bombus_impatiens,81.9,Bombus_bimaculatus,8.2,Bombus_melanopygus,5.5,0.7607,0.9491
Braatz_images\2019_08_28_done\4C\P8281911.JPG,P8281911_1.jpg,1,0.7525,Bombus_impatiens,98.3,Apis_laboriosa,0.3,Bombus_griseocollis,0.3,0.1337,0.9491
Braatz_images\2019_08_28_done\6A\P8281692.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_08_28_done\6A\P8281693.JPG,P8281693_1.jpg,1,0.8333,Wasp,99.9,Diptera,0.1,Apis_dorsata,0.0,0.0094,0.9575
Braatz_images\2019_08_28_done\6A\P8281693.JPG,P8281693_2.jpg,2,0.3345,Apis_dorsata,45.9,Apis_mellifera,38.5,Apis_cerana,15.0,1.0476,0.9586
Braatz_images\2019_08_28_done\6A\P8281694.JPG,P8281694_1.jpg,1,0.7817,Wasp,88.2,Coleoptera,5.1,Apis_mellifera,2.4,0.5977,0.9575
Braatz_images\2019_08_28_done\6A\P8281695.JPG,P8281695_1.jpg,1,0.7582,Wasp,88.1,Hylaeus,9.7,Apis_florea,1.5,0.4519,0.9575
Braatz_images\2019_08_28_done\6A\P8281696.JPG,P8281696_1.jpg,1,0.7132,Apis_mellifera,93.2,Apis_cerana,2.8,Apis_florea,0.7,0.4450,0.9707
Braatz_images\2019_08_28_done\6A\P8281697.JPG,P8281697_1.jpg,1,0.7613,Apis_mellifera,95.8,Apis_cerana,4.1,Syrphidae,0.1,0.1839,0.9707
Braatz_images\2019_08_28_done\6A\P8281698.JPG,P8281698_1.jpg,1,0.7641,Apis_mellifera,98.9,Apis_cerana,0.4,Syrphidae,0.3,0.0805,0.9707
Braatz_images\2019_08_28_done\6A\P8281699.JPG,P8281699_1.jpg,1,0.2645,Bombus_perplexus,9.7,Bombus_vandykei,9.5,Coleoptera,8.1,3.2972,0.9607
Braatz_images\2019_08_28_done\6A\P8281699.JPG,P8281699_2.jpg,2,0.2363,Ceylalictus,84.9,Coleoptera,6.6,Hylaeus,2.0,0.8008,0.9444
Braatz_images\2019_08_28_done\6A\P8281700.JPG,P8281700_1.jpg,1,0.4929,Bombus_impatiens,98.9,Ptilothrix,0.7,Bombus_griseocollis,0.1,0.0801,0.9491
Braatz_images\2019_08_28_done\6A\P8281701.JPG,P8281701_1.jpg,1,0.5204,Lepidoptera,100.0,Coleoptera,0.0,Syrphidae,0.0,0.0011,0.9686
Braatz_images\2019_08_28_done\6A\P8281701.JPG,P8281701_2.jpg,2,0.4009,Coleoptera,55.3,Wasp,25.6,Syrphidae,9.8,1.2342,0.9916
Braatz_images\2019_08_28_done\6A\P8281702.JPG,P8281702_1.jpg,1,0.6169,Lepidoptera,100.0,Xylocopa,0.0,Coleoptera,0.0,0.0014,0.9686
